STATIONNAME,CDEC ID,USGS ID,USACE ID,CNRFC ID,lat,lon,Elevation (feet),RIVER_BASIN,COUNTY,OPERATOR,Gage Type
SF KINGS R ABV ROARING R,KRR,,,,36.786958,-118.616571,4851,Kings,,,river
SF RUBICON RIVER BELOW GERLE CK,RBG,,,,38.955,-120.401,4970,American,,,river
EAST FORK CARSON R NEAR GARDNERVILLE,GDV,,,,38.847,-119.703,4985,Carson,,,river
NF OF MF TULE R CNL BL DOYLE SPRGS PUMP,TRV,,,,36.1708,-118.6947,5050,Tule,,,river
TULE R CONDUIT BLW TULE DIV DAM,TCD,,,,36.2086,-118.6569,5100,Tule,,,river
N FK OF M FK TULE R BLW TULE DIV DAM,TDD,,,,36.2086,-118.6575,5100,Tule,,,river
TRUCKEE RIVER AT FARAD,FAR,10346000,,,39.427963,-120.034088,5153,Truckee,,,river
N FK WILLOW CK NR SUGAR PINE,NFW,,,,37.3978,-119.5592,5200,San Joaquin,,,river
FALLS CK NR HETCH HETCHY,FHH,,,,37.9708,-119.7633,5350,Tuolumne,,,river
BIG CK DIVERSION NR FISH CAMP,BGF,,,,37.46944,-119.61417,5400,Merced,,,river
E FK CARSON R NR MARKLEEVILLE,CEM,,,,38.7147,-119.7647,5400,Carson,,,river
THOMPSON MEADOW SITE #2,TM2,,,,39.974259,-120.472696,5466,Feather,,,river
TRUCKEE R AT BOCA BRIDGE,TBB,10344505,,,39.385185,-120.0877,5484,Truckee,,,river
THOMPSON MEADOW SITE #3,TM3,,,,39.980137,-120.479876,5496,Feather,,,river
LITTLE TRUCKEE R BL BOCA RES,LTK,10344500,,,39.386852,-120.095474,5500,Truckee,,,river
THOMPSON MEADOW SITE #1,TM1,,,,39.979199,-120.476418,5504,Feather,,,river
WEST WALKER NR HWY 395 BLW LITTLE WALKER,CVL,,,,38.515,-119.454,5520,Walker,,,river
PROSSER CREEK NEAR TRUCKEE,PTK,10340500,,,39.373241,-120.131584,5602,Truckee,,,river
LITTLE TRUCKEE R ABV BOCA RESERVOIR,LAB,10344400,,,39.435741,-120.084366,5619,Truckee,,,river
MARTIS CK NR TRUCKEE,MTK,,,,39.328796,-120.117699,5730,Truckee,,,river
CARSON RIVER WF AT WOODFORDS,WDD,,,,38.769,-119.832,5754,Carson,,,river
TRUCKEE RIVER NEAR TRUCKEE,TRK,10338000,,,39.296295,-120.205475,5858,Truckee,,,river
DONNER CREEK AT HWY 89,DCK,10338700,,,39.321018,-120.207977,5870,Truckee,,,river
DONNER CREEK AT DONNER LAKE,DNC,10338500,,,39.323517,-120.234367,5924,Truckee,,,river
TRUCKEE RIVER AT TAHOE CITY,TTC,10337500,,,39.166294,-120.144356,5930,Truckee,,,river
NO FK KINGS R NR CLIFF CAMP,NKC,,,,36.9939,-118.9803,6150,Kings,,,river
UPPER TRUCKEE AT SOUTH LAKE TAHOE,UPT,10336610,,,38.922409,-119.99157,6229,Truckee,,,river
NF KINGS R BLW WISHON DAM,NKW,,,,37.0014,-118.9722,6300,Kings,,,river
INDEPENDENCE CREEK NEAR TRUCKEE,INC,10343000,,,39.456572,-120.287148,6920,Truckee,,,river
MERCED LAKE,MLK,,,,37.7386,-119.4057,7300,Merced,,,river
HELMS CK BLW COURTRIGHT,HCC,,,,37.0764,-118.9678,7836,Kings,,,river
KINGS RIVER AT MEADOWBROOK,MBK,,,,37.081,-118.862,8150,Kings,,,river
TUOLUMNE MEADOWS,TUM,,,,37.873,-119.35,8600,Tuolumne,,,river
LYELL FORK BLW MACCLURE CREEK,LYL,,,,37.77837,-119.26188,9650,Tuolumne,,,river
Nimbus,NAT,,,,38.635715,-121.220355,132,American,,,reservoir
Farmington Dam & Reservoir,,,FRM,FRGC1,37.906314,-120.933826,180,Littlejohn Creek,,,reservoir
Camanche Dam & Reservoir,CMN,,CMN,,38.224088,-121.023284,236,Mokelumne,,,reservoir
Camp Far West Reservoir,,,,CFWC1,39.0499,-121.316056,260,Bear,,,reservoir
Burns Dam & Reservoir,,,BUR,BNCC1,37.376329,-120.274628,319,Burns Creek,,,reservoir
Bear Dam & Reservoir,,,BAR,BCKC1,37.368829,-120.227959,319,Bear Creak,,,reservoir
Upper Klamath Lake,,,,KLA03,42.233973,-121.801998,350,Klamath,,,reservoir
Gerber Reservoir,,,,GER03,42.201317,-121.130015,350,Miller Creek,,,reservoir
Los Banos Detention Reservoir,,,LBN,,36.993002,-120.933804,350,Los Banos Creek,,,reservoir
Owens Dam & Reservoir,,,OWN,OWCC1,37.314978,-120.185489,385,Owens Creek,,,reservoir
Black Butte Dam & Lake,BLB,,BLB,BLBC1,39.816546,-122.336381,426,Stony Creek,,,reservoir
Warm Springs Dam(Lake Sonoma),WRS,,WRS,WSDC1,38.71868,-123.00973,440,Russian,,,reservoir
Buchanan Dam(Eastman Lake),BUC,,BUC,BHNC1,37.216931,-119.985254,450,Chowchilla,,,reservoir
Lake Berryessa,,,,LBEC1,38.513531,-122.104636,455,Putah Creek,,,reservoir
Mariposa Dam & Reservoir,,,MAR,MPAC1,37.291609,-120.147953,459,Mariposa Creek,,,reservoir
Folsom Dam & Lake,FOL,,FOL,FOLC1,38.707705,-121.126526,466,American ,,,reservoir
Del Valle Dam & Reservoir,,,DLV,LVKC1,37.615247,-121.746307,510,Almeda Creek,,,reservoir
Tulloch,TUL,,,,37.876518,-120.604985,515,Stanislaus,,,reservoir
Tolloch Reservoir,,,TUL,,37.876475,-120.604977,515,Stanislaus,,,reservoir
San Luis,SNL,,,,37.054784,-121.072476,543,San Luis Creek,,,reservoir
Englebright Lake,ENG,,ENG,HLEC1,39.239671,-121.270147,551,Yuba,,,reservoir
New Hogan Dam & Lake,NHG,,NHG,NHGC1,38.150757,-120.812975,554,Calaveras,,,reservoir
Hidden Dam(Hensley Lake),HID,,HID,HIDC1,37.110854,-119.885498,561,Fresno,,,reservoir
Pardee,PAR,,,CMPC1,38.25744,-120.850215,568,Mokelumne,,,reservoir
Prado Reservoir,,,,ADOC1,33.889943,-117.641654,580,Santa Ana,,,reservoir
Friant Dam(Millerton Lake),MIL,,MIL,,37.001049,-119.706899,581,San Joaquin,,,reservoir
Millerton Reservoir,,,,FRAC1,37.000245,-119.705056,581,San Joaquin,,,reservoir
Keswick,KES,,,,40.612137,-122.445584,596,Sacramento ,,,reservoir
Anderson Reservoir,,,,ANDC1,37.165582,-121.629521,645,Coyote Creek,,,reservoir
San Vicente Reservoir,,,,SVIC1,32.912438,-116.925049,663,San Vicente Creek,,,reservoir
Lexington Reservoir,,,,LEXC1,37.201468,-121.989316,665,Los Gatos Creek,,,reservoir
Success Dam & Lake,SCC,,SCC,,36.0607045,-118.92043,692,Tule,,,reservoir
Coyote Valley Dam(Lake Mendocino),COY,,COY,LAMC1,39.199113,-123.182797,720,Russian,,,reservoir
Twitchell Reservoir,,,,TWDC1,34.986346,-120.323311,740,Cuyama,,,reservoir
Terminus Dam(Lake Kaweah),TRM,,TRM,TMDC1,36.405306,-119.004385,752,Kaweah,,,reservoir
Calaveras Reservoir,,,,CVQC1,37.492368,-121.82057,775,Arroyo Hondo,,,reservoir
Cachuma Lake,CCH,,,CCHC1,34.586346,-119.980728,781,Santa Ynez ,,,reservoir
Stony Gorge Reservoir,,,,SGEC1,41.933793,-122.435277,800,Stony Creek,,,reservoir
Lake San Antonio,,,,SNRC1,37.573123,-121.848415,800,San Antonio,,,reservoir
Lake Nacimiento,,,,NACC1,35.758227,-120.885121,800,Nacimiento,,,reservoir
El Capitan Reservoir,,,,ELPC1,32.884012,-116.80942,800,San Diego,,,reservoir
Coyote Reservoir,,,,COYC1,37.118412,-121.550545,802,Coyote Creek,,,reservoir
Don Pedro Dam & Lake,DNP,,DNP,NDPC1,37.699228,-120.420999,830,Tuolumne,,,reservoir
New Exchequer Dam(Lake McClure),EXC,,EXC,EXQC1,37.584945,-120.271104,879,Merced,,,reservoir
Oroville Dam & Lake Oroville,ORO,,ORO,ORDC1,39.542933,-121.492202,900,Feather,,,reservoir
Pine Flat Dam & Lake,PNF,,PNF,PFTC1,36.83222,-119.325975,970,Kings,,,reservoir
Shasta Dam & Lake Shasta,SHA,,SHA,SHDC1,40.718512,-122.419491,1067,Sacramento,,,reservoir
Lake Piru,,,,LKPC1,34.461252,-118.751639,1100,Piru Creek,,,reservoir
New Melones Dam & Lake,NML,,NML,NMSC1,37.947691,-120.525751,1135,Stanislaus,,,reservoir
East Park Reservoir,,,,EPRC1,39.361309,-122.513493,1205,Little Stony Creek,,,reservoir
Whiskeytown,WHI,,,,40.599297,-122.539723,1210,Trinity,,,reservoir
Merle Collins Reservoir,,,,DMCC1,39.323295,-121.310563,1270,Dry Creek,,,reservoir
Vail Lake,,,,VLKC1,33.495867,-116.976893,1470,Temecula Creek,,,reservoir
Indian Valley Dam & Reservoir,INV,,INV,INVC1,39.080763,-122.536626,1502,Yuba,,,reservoir
Castaic,CAS,,,,34.52017,-118.606878,1535,South Coast,,,reservoir
Lake Perris,PRR,,,,33.848873,-117.190136,1600,South Coast,,,reservoir
Lewiston,LEW,,,,40.726364,-122.793152,1870,Trinity,,,reservoir
Lake Pillsbury,,,,PLBC1,39.407397,-122.95912,1910,Eel,,,reservoir
Rollins Lake,,,,ROLC1,39.135572,-120.952623,1945,Bear,,,reservoir
Seven Oaks Reservoir,,,,SRWC1,34.117798,-117.09775,1950,Santa Ana,,,reservoir
Bullards Bar,BUL,,BUL,NBB,39.39271,-121.141684,1965,Yuba,,,reservoir
Iron Gate Reservoir,,,,IRGC1,41.933782,-122.435308,2162,Klamath,,,reservoir
Trinity Lake,CLE,,,CEGC1,40.80098,-122.76298,2370,Trinity,,,reservoir
Pyramid,PYM,,,PYMC1,34.644082,-118.764131,2606,South Coast,,,reservoir
Isabella Dam & Lake Isagella ,ISB,,ISB,ISAC1,35.646111,-118.482222,2635,Kern,,,reservoir
Hesperia and Silverwood Lake,,,,WFMC1,34.304751,-117.314909,3040,West Fork Mojave,,,reservoir
Scotts Flat Reservoir,,,,SOVC1,39.272649,-120.930923,3075,Deer Creek,,,reservoir
Mojave Forks Reservoir,,,,MVDC1,34.343825,-117.234201,3134,Mojave,,,reservoir
Beardsley,BRD,,,,38.203934,-120.075106,3398,Stanislaus,,,reservoir
Hetch Hetchy,HTH,,,HETC1,37.947644,-119.787912,3870,Tuolumne,,,reservoir
Clear Lake,,,,CKEC1,39.119213,-122.883101,4469,Lost,,,reservoir
Lake Eleanor,,,,LNRC1,37.974255,-119.87989,4660,Eleanor Creek,,,reservoir
Cherry Valley,CHV,,,,37.975199,-119.910458,4765,Tuolumne,,,reservoir
Lake Spaulding,,,,SUAC1,39.326936,-120.643069,4810,Yuba,,,reservoir
Donnell,DON,,,,38.330418,-119.96117,4835,Stanislaus,,,reservoir
Union Valley,UNV,,,,38.86628,-120.440706,4870,American,,,reservoir
Antelope,ANT,,,,40.180752,-120.607502,4960,Feather,,,reservoir
Ice House,ICH,,,,38.823508,-120.361092,5454,American ,,,reservoir
Boca Dam & Reservoir,,,BOC,BCAC1,39.389878,-120.096318,5500,Little Truckee,,,reservoir
Frenchman,FRD,,,,39.893714,-120.190153,5517,Feather,,,reservoir
Bowman Reservoir,,,,BWKC1,39.449134,-120.652855,5575,Canyon Creek,,,reservoir
Prosser Creek Dam & Reservoir,,,PRS,PSRC1,39.379074,120.139921,5640,Prosser Creek,,,reservoir
Lake Davis,DAV,,,,39.883748,-120.476644,5768,Feather,,,reservoir
Donner Lake,DNN,,,DNRC1,39.320525,-120.288862,5945,Truckee,,,reservoir
Stampede Dam & Reservoir ,STP,,STP,STPC1,39.469985,-120.10429,5956,Little Truckee,,,reservoir
Jackson Meadows Reservoir,,,,JKRC1,39.508671,-120.556087,6060,Yuba,,,reservoir
Lake Tahoe,,,,TAHC1,39.167093,-120.143963,6230,Truckee River,,,reservoir
Fordyce Lake,,,,FOCC1,39.379932,-120.496522,6291,Fordyce,,,reservoir
Loon Lake,LON,,,,38.988413,-120.332386,6410,American,,,reservoir
Bridgeport Reservoir,,,,BPRC1,38.326227,-119.212336,6466,East Walker,,,reservoir
Independence Lake,INP,,,ILAC1,39.451732,-120.290164,6921,Truckee,,,reservoir
DEATH VALLEY,DTV,,,,36.467,-116.867,-194,,,,precip
SAN JOAQUIN 5-STATION PRECIP INDEX,5SI,,,,37.74,-119.583,0,,,,precip
TULARE PRECIPITATION INDEX,6SI,,,,36.288,-118.702,0,,,,precip
NORTHERN SIERRA 8-STATION PRECIP INDEX,8SI,,,,39.9,-120.9,0,,,,precip
8 STATION PRECIP INDEX (DWR-2),8SM,,,,39.9,-120.9,0,,,,precip
BLACKLOCK (NE1),BLL,,,,38.1801,-121.9069,0,,,,precip
LIBERTY ISLAND - RD2068,LIR,,,,38.32928085,-121.6939697,0,,,,precip
LIBERTY ISLAND - YOLO BYPASS,LIY,,,,38.32927704,-121.6939774,0,,,,precip
SNOW SURVEYS TEST STATION,TST,,,,0,0,0,,,,precip
SAN JOAQUIN RIVER AT VENICE ISLAND,VNI,,,,38.05017853,-121.4966965,0,,,,precip
GOLDEN GATE,GGT,,,,37.81,-122.474,0,,,,precip
VENICE ISLAND,VNE,,,,38.05,-121.496,0,,,,precip
GEORGIANA SLOUGH,GGS,,,,38.238,-121.517,2,,,,precip
ARROYO CORTE MADERA DEL PRESIDIO,ACM,,,,37.898,-122.535,3,,,,precip
HARVEY O BANKS PUMPING P (KA000331),HBP,,,,37.801944,-121.620278,4,,,,precip
IRONHOUSE SANITARY DISTRICT,ISD,,,,38.0013,-121.7094,6,,,,precip
KLAMATH R NR KLAMATH (TURWAR CREEK),TUR,,,,41.515,-123.999,6,,,,precip
PALO ALTO 3E,PAA,,,,37.439,-122.107,7,,,,precip
PETALUMA RIVER AT D STREET BRIDGE,PTB,,,,38.233,-122.635,10,,,,precip
SAN LEANDRO BAY,SLE,,,,37.7,-122.217,10,,,,precip
SAN DIEGO NWS-LINDBERGH FIELD,SDG,,,,32.733,-117.167,13,,,,precip
MORRISON CREEK AT MACK ROAD,MCM,,,,38.478,-121.458,13,,,,precip
BIXLER PUMPING PLANT,BXP,,,,37.9397,-121.6235,14,,,,precip
STOCKTON FIRE STATION,SFS,,,,37.999,-121.319,14,,,,precip
BIXLER ROAD,BIX,,,,37.94,-121.622,14,,,,precip
SACRAMENTO INTERNATIONAL AIRPORT,SMF,,,,38.686,-121.587,17,,,,precip
CORRECTIONAL CTR,CRT,,,,38.307,-121.424,18,,,,precip
BETHEL ISLAND FIRE,BIF,,,,38.0155,-121.6396,20,,,,precip
EUREKA WOODLEY ISLAND,ERK,,,,40.8,-124.167,20,,,,precip
SACRAMENTO EXECUTIVE AIRPORT,SAE,,,,38.506943,-121.495003,21,,,,precip
CALIFORNIA STATE UNIV AT SACRAMENTO,CSU,,,,38.555,-121.416,25,,,,precip
SACRAMENTO WB CITY,SCR,,,,38.583,-121.5,25,,,,precip
SACRAMENTO POST OFFICE,SPO,,,,38.583,-121.5,25,,,,precip
STOCKTON AIRPORT,SOC,,,,37.889999,-121.226387,27,,,,precip
PETALUMA RIVER NR CORONA ROAD,CRD,,,,38.267,-122.667,30,,,,precip
SAN DIEGO RIVER AT FASHION VALLEY,FSN,,,,32.76504898,-117.1686478,30,,,,precip
RODEO FIRE DEPARTMENT,ROF,,,,38.035,-122.27,30,,,,precip
SOQUEL CREEK,SQL,,,,36.983,-121.95,30,,,,precip
TASSAJARA,TAS,,,,37.787441,-121.874947,30,,,,precip
SACRAMENTO RIVER AT BRYTE,BRY,,,,38.602,-121.533,30,,,,precip
ARDEN WAY,ARW,,,,38.596,-121.413,35,,,,precip
STRONG RANCH - HURLEY WAY,HRY,,,,38.586945,-121.405281,35,,,,precip
REDWOOD CREEK AT ORICK,ORK,,,,41.2992897,-124.0511856,36,,,,precip
TOMASINI POINT,TMP,,,,38.117,-122.85,40,,,,precip
BYRON AIRPORT,BAP,,,,37.8306,-121.6225,43,,,,precip
ELK GROVE FISH HATCHERY,ELG,,,,38.421,-121.374,45,,,,precip
RIO LINDA W.C.,RLN,,,,38.7,-121.448,45,,,,precip
SACTO R AT TISDALE WEIR (CREST 45.5'),TIS,,,,39.02643967,-121.8220825,45,,,,precip
MOJAVE R DAM,MJD,,,,34.3425,-117.235,47,,,,precip
WEAPONS STATION FIRE,WSF,,,,38.019,-122.02,49,,,,precip
LEO CARRILLO STATE PARK,LCL,,,,34.046,-118.936,50,,,,precip
MERIDIAN PUMPS,MPS,,,,39.148,-121.918,50,,,,precip
SAN ANDREAS,SDR,,,,38.2,-120.68,54,,,,precip
POINT PINOS,PPN,,,,36.518,-121.931,55,,,,precip
RICHMOND CITY HALL,RHL,,,,37.9369,-122.3427,55,,,,precip
SAN JOSE (ALERT),SJE,,,,37.362,-121.927,58,,,,precip
BEAR CREEK NEAR LODI,BRC,,,,38.074,-121.211,60,,,,precip
SMITH RIVER AT DR FINE BRIDGE,DRF,,,,41.883,-124.133,63,,,,precip
SAN LUIS NWR,SAN,,,,37.182,-120.794,65,,,,precip
ARCADE CREEK AT WINDING WAY,AMC,,,,38.645,-121.347,70,,,,precip
CRESTA PARK,CRP,,,,38.593,-121.368,70,,,,precip
WOODLAND,WLD,,,,38.688,-121.795,70,,,,precip
BEAR RIVER NEAR WHEATLAND,BRW,,,,38.99992752,-121.4073105,72,,,,precip
RANCHO CORDOVA,RNC,,,,38.604,-121.311,72,,,,precip
POINT REYES,PTR,,,,38.083,-122.95,80,,,,precip
PAJARO RIVER AT CHITTENDEN,CHT,,,,36.90023041,-121.5977249,82,,,,precip
YGNACIO VALLEY FIRE,YGF,,,,37.938,-122.028,83,,,,precip
SACTO R AT MOULTON WEIR (CREST 76.8'),MLW,,,,39.33821106,-122.0226288,85,,,,precip
WESTLEY WEATHER STATION,WWS,,,,37.5172,-121.2308,88,,,,precip
BRENTWOOD - CONTRA COSTA CO CORP YARD,BTD,,,,37.92,-121.678,95,,,,precip
CORRALITOS CREEK @ FREEDOM,CCF,,,,36.9392,-121.7692,100,,,,precip
COSUMNES RIVER AT EAGLES NEST ROAD,EGN,,,,38.485,-121.26,100,,,,precip
ROCK CK BLW FARMINGTON DAM,RCF,,,,37.9183,-120.9586,100,,,,precip
SACRAMENTO NATIONAL WILDLIFE REFUGE,SWR,,,,39.4172,-122.1825,100,,,,precip
LAS FLORES-CAMP PENDELTON,LSF,,,,33.289,-117.439,100,,,,precip
LIBERTY ROAD,LBR,,,,38.283,-122.7,100,,,,precip
RUSSIAN RIVER AT CLOVERDALE,CLV,,,,38.87934875,-123.0536118,107,,,,precip
SONOMA COUNTY AIRPORT (SANTA ROSA),SNO,,,,38.503887,-122.81028,114,,,,precip
VAN MAREN,VNM,,,,38.7,-121.308,118,,,,precip
SAN RAFAEL CIVIC CENTER,SFC,,,,37.998,-122.537,120,,,,precip
CHEVRON PUMP PLANT,CVP,,,,37.998,-121.855,130,,,,precip
LOS MEDONOS,LSM,,,,37.9973,-121.8564,130,,,,precip
LOS OSOS,LSO,,,,35.322,-120.801,130,,,,precip
LINDA CREEK AT CHAMPION OAKS,LCO,,,,38.727,-121.247,140,,,,precip
ROYER PARK-DRY CREEK,RYP,,,,38.749,-121.28,140,,,,precip
NAVION,NVN,,,,38.706,-121.311,140,,,,precip
ROSSMOOR,RSS,,,,37.8706,-122.0644,146,,,,precip
ROSEVILLE FIRE STATION,RSV,,,,38.76,-121.315,150,,,,precip
SAN FRANCISCO,SFN,,,,37.770557,-122.426941,150,,,,precip
FLOOD CONTROL HQ - CONTRA COSTA CO,FCD,,,,37.988,-122.085,160,,,,precip
COLGATE POWER HOUSE,CPH,,,,39.331,-121.188,180,,,,precip
FARMINGTON (SPILL ELEV 156.5 FT),FRM,,,,37.915,-120.935,180,,,,precip
MCINTIRE ROAD,MCI,,,,38.22,-121.038,180,,,,precip
KELLOGG CREEK NEAR BYRON,KEL,,,,37.255,-121.695,183,,,,precip
LOS ANGELES / USC,USC,,,,34.021667,-118.291389,185,,,,precip
OAKDALE WEATHER STATION,OKW,,,,37.7347,-120.845,186,,,,precip
DAVENPORT,DAP,,,,37.0197,-122.1917,200,,,,precip
LINCOLN,LCN,,,,38.882,-121.272,200,,,,precip
MARSH CREEK RESERVOIR,MAC,,,,37.89,-121.725,205,,,,precip
CHICAGO,CHG,,,,38.652,-121.254,210,,,,precip
FOUNTAIN SPRINGS,FTS,,,,35.8911,-118.9156,210,,,,precip
MONTEREY AIRPORT,MTY,,,,36.590557,-121.847504,217,,,,precip
EEL RIVER SF NR MIRANDA (AT SYLVANDALE),MRD,,,,40.18180847,-123.7761459,218,,,,precip
GILMORE RANCH,GLR,,,,38.045,-120.987,220,,,,precip
LAKE SONOMA WEATHER,LSW,,,,38.7161,-122.9967,224,,,,precip
SHIRLEY GULCH,SHG,,,,37.9019,-120.7589,225,,,,precip
CRABTREE WEATHER STATION,CWS,,,,37.725,-120.6006,226,,,,precip
DRY CREEK NR SNELLING,DSN,,,,37.555,-120.463,230,,,,precip
CHICO,CHI,,,,39.712,-121.783,230,,,,precip
ORANGEVALE W.C.,ORN,,,,38.686,-121.219,233,,,,precip
SANGUINETTI RANCH,SNR,,,,37.993,-120.981,238,,,,precip
BEAR RIVER AT CAMP FAR WEST DAM,CFW,,,,39.05,-121.317,260,,,,precip
LAPACHET RANCH,LPC,,,,38.032,-120.976,260,,,,precip
CAHUILLA,CAU,,,,32.974,-115.174,278,,,,precip
VENTURA COUNTY GOVERNMENT CENTER,VTU,,,,34.268,-119.209,280,,,,precip
CORNING AIRPORT,CRG,,,,39.939,-122.17,294,,,,precip
SANTEE,SNT,,,,32.841,-117.027,300,,,,precip
SQUAW LAKE,SQK,,,,32.908,-114.494,300,,,,precip
PRAIRIE CITY,PRC,,,,38.592,-121.161,311,,,,precip
PERRY RANCH,PRY,,,,38.149,-120.922,315,,,,precip
ROBIDART RANCH,RBR,,,,38.137,-121.031,315,,,,precip
BEAR,BAR,,,,37.367,-120.217,319,,,,precip
BURNS CREEK DAM,BUR,,,,37.377,-120.275,319,,,,precip
BUTTERCUP,BUT,,,,32.74,-114.884,320,,,,precip
EEL RIVER AT FORT SEWARD,FSW,,,,40.21820068,-123.6325302,320,,,,precip
MENDEZ RANCH,MDZ,,,,38.062,-120.924,322,,,,precip
COOK RANCH,CKR,,,,38.016,-120.946,325,,,,precip
FRESNO WB AIRPORT,FRO,,,,36.767,-119.717,328,,,,precip
TRINITY RIVER AT HOOPA,HPA,,,,41.04985046,-123.6736679,330,,,,precip
CAMANCHE SO. STA.2,CS2,,,,38.204,-120.972,331,,,,precip
CRYSTAL SPRINGS COTTAGE,CSC,,,,37.496,-122.329,343,,,,precip
MARIPOSA CK BLW MARIPOSA DAM,MRQ,,,,37.28,-120.1617,346,,,,precip
FOLSOM DAM - FOLSOM POINT (DYKE 8),FLD,,,,38.693054,-121.129723,350,,,,precip
LOS BANOS (CDF),LBN,,,,37.053,-121.049,350,,,,precip
LOS BANOS DAM,LBS,,,,36.994,-120.93,350,,,,precip
SISQUOC RIVER AT GAREY,GRY,,,,34.83970261,-120.1682053,354,,,,precip
DUBLIN-SAN RAMON FIRE HOUSE,DBF,,,,37.732,-121.927,355,,,,precip
OWENS CK BLW OWENS DAM,OWQ,,,,37.2733,-120.2783,357,,,,precip
VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,BRI,,,,40.48041534,-123.8908768,358,,,,precip
BALLS FERRY BRIDGE,BSF,,,,40.417,-122.193,360,,,,precip
BROOKS,BSS,,,,38.738335,-122.144722,360,,,,precip
BROWNS VALLEY (CORRALITOS 4NW),BWV,,,,37.025,-121.777,360,,,,precip
PLEASANT VALLEY,PLV,,,,36.9897,-121.8306,360,,,,precip
CHEROKEE CANAL,CHR,,,,39.652,-121.643,360,,,,precip
DANVILLE LIBRARY,DVB,,,,37.8208,-121.9956,364,,,,precip
BEN LOMOND,BLN,,,,37.093,-122.075,365,,,,precip
HONEYDEW,HNY,,,,40.23,-124.148,370,,,,precip
VIEIRA RANCH,VRN,,,,37.665,-121.469,372,,,,precip
ROSEVILLE WATER TREATMENT PLANT,RTP,,,,38.724,-121.226,380,,,,precip
GASQUET RANGER STATION,GAS,,,,41.85,-123.967,384,,,,precip
CAMP SECO RAWS,CPS,,,,36.7242,-118.9425,399,,,,precip
SOUTH FORK WILLOW CREEK NEAR FRUTO,WCF,,,,39.54153824,-122.3900452,400,,,,precip
RODDY RANCH GOLF CLUB,RRG,,,,37.9236,-121.7858,403,,,,precip
FRIANT GOVERNMENT CAMP,FGC,,,,36.983,-119.717,410,,,,precip
FOLSOM WATER TREATMENT PLANT,FWP,,,,38.687,-121.149,422,,,,precip
LOWER CRYSTAL SPRINGS,LCS,,,,37.5325,-122.363,424,,,,precip
OWENS CREEK DAM,OWN,,,,37.282,-120.187,424,,,,precip
BLACK BUTTE WEATHER,BLW,,,,39.8083,-122.3292,425,,,,precip
LA HONDA,LAH,,,,37.3053,-122.2539,425,,,,precip
SAN MIGUEL,SMG,,,,32.685,-116.974,425,,,,precip
BLACK BUTTE,BLB,,,,39.808,-122.329,426,,,,precip
KLAMATH RIVER AT ORLEANS,OLS,,,,41.30345917,-123.5345001,430,,,,precip
BATES CREEK RANCH,BAK,,,,37.0208,-121.93,440,,,,precip
HENSLEY LAKE WEATHER,HIW,,,,37.115,-119.8833,440,,,,precip
WARM SPRINGS (USACE),WRS,,,,38.723,-123.01,440,,,,precip
SALINAS RIVER NEAR BRADLEY,BRA,,,,35.93024445,-120.8687897,443,,,,precip
BUCHANAN DAM,BUC,,,,37.213,-119.97,450,,,,precip
CORRALITOS,COR,,,,36.992,-121.797,450,,,,precip
KEARNY MESA,KEA,,,,32.813,-117.125,455,,,,precip
BERRYESSA,BER,,,,38.513,-122.104,456,,,,precip
MARIPOSA CREEK DAM,MAR,,,,37.292,-120.147,459,,,,precip
WHITE RIVER AT ROAD 208,WRV,,,,35.859,-119.107,460,,,,precip
FORT ORD #1,FO1,,,,36.627,-121.798,460,,,,precip
SAN ANDREAS COTTAGE,SNA,,,,37.579,-122.409,464,,,,precip
FOLSOM LAKE,FOL,,,,38.683,-121.183,466,,,,precip
EEL RIVER CAMP,ERC,,,,40.138,-123.824,470,,,,precip
PALM SPRINGS AIRPORT,PLM,,,,33.822224,-116.503609,474,,,,precip
OLIVE SPRINGS QUARRY,OLV,,,,37.063,-121.925,480,,,,precip
FORT ORD #2,FO2,,,,36.627,-121.786,490,,,,precip
BAKERSFIELD AIRPORT,BFK,,,,35.434,-119.054,494,,,,precip
STONY CK NR GRIZZLY FLAT (CO RD 200A),SCG,,,,39.73181,-122.413997,496,,,,precip
SAN ANTONIO RESERVOIR,SNV,,,,37.577227,-121.845818,498,,,,precip
REDDING,RED,,,,40.516,-122.291,500,,,,precip
SANTA FE,SAF,,,,34.1261,-117.9464,500,,,,precip
PANOCHE ROAD,PCH,,,,36.636,-120.64,500,,,,precip
REDDING AIRPORT,RDD,,,,40.5,-122.3,502,,,,precip
WALNUT CREEK SB,WLN,,,,34.074,-117.874,520,,,,precip
LA MESA,LMS,,,,32.766,-117.024,530,,,,precip
GRANITE HILLS,GRH,,,,32.799,-116.917,533,,,,precip
EASTMAN LAKE WEATHER,ELW,,,,37.2133,-119.97,540,,,,precip
DAVIS RANCH,DVR,,,,40.35,-122.45,550,,,,precip
ENGLEBRIGHT (USACE),ENG,,,,39.239,-121.267,551,,,,precip
NEW HOGAN LAKE,NHG,,,,38.152,-120.812,554,,,,precip
NEW HOGAN WEATHER,NHW,,,,38.1508,-120.8156,554,,,,precip
CONCORD PAVILION,CCP,,,,37.985,-121.9377,558,,,,precip
LOS COCHES CREEK,LCK,,,,32.836,-116.902,560,,,,precip
SANTA ROSA (CDF),STA,,,,38.479,-122.712,560,,,,precip
